First Name,Last Name,Common Name,Image Path,Club,Country
,,,player_images\nan nan_323.png,,
Lineth,Beerensteyn,,player_images\Lineth Beerensteyn_2.png,,
Nicole,Billa,,player_images\Nicole Billa_2.png,,
,Joselu,Joselu,player_images\nan Joselu_2.png,,
,Taremi,Taremi,player_images\nan Taremi_2.png,,
Sandy,Baltimore,,player_images\Sandy Baltimore_3.png,,
Olivier,Giroud,,player_images\Olivier Giroud_7.png,,
,Ledesma,Ledesma,player_images\nan Ledesma.png,,
Youssef,En-Nesyri,,player_images\Youssef En-Nesyri_2.png,,
,,,player_images\nan nan_324.png,,
Stefan,Savic,,player_images\Stefan Savic.png,,
Ramona,Bachmann,,player_images\Ramona Bachmann_2.png,,
Nathan,Aké,,player_images\Nathan Aké_2.png,,
Ali,Musrati,,player_images\Ali Musrati.png,,
Raúl,Albiol,Raúl Albiol,player_images\Raúl Albiol.png,,
Toby,Alderweireld,,player_images\Toby Alderweireld_5.png,,
Miguel,Almirón,,player_images\Miguel Almirón_3.png,,
Edson,Álvarez,,player_images\Edson Álvarez_2.png,,
Yeray,Yeray,Yeray,player_images\Yeray Yeray.png,,
Nataša,Andonova,,player_images\Nataša Andonova.png,,
Maximilian,Arnold,,player_images\Maximilian Arnold.png,,
Kepa,Arrizabalaga,Kepa,player_images\Kepa Arrizabalaga.png,,
Álex,Balde,Balde,player_images\Álex Balde_3.png,,
Lauren,Barnes,,player_images\Lauren Barnes_2.png,,
Steven,Berghuis,,player_images\Steven Berghuis.png,,
Charlotte,Bilbault,,player_images\Charlotte Bilbault.png,,
Stina,Blackstenius,,player_images\Stina Blackstenius.png,,
Benjamin,Bourigeaud,,player_images\Benjamin Bourigeaud.png,,
Jule,Brand,,player_images\Jule Brand.png,,
Davide,Calabria,,player_images\Davide Calabria.png,,
María Francesca,Caldentey Oliver,Mariona,player_images\María Francesca Caldentey Oliver.png,,
Viola,Calligaris,,player_images\Viola Calligaris.png,,
Etienne,Capoue,,player_images\Etienne Capoue_2.png,,
Ben,Chilwell,,player_images\Ben Chilwell_2.png,,
Samuel,Chukwueze,,player_images\Samuel Chukwueze_2.png,,
Jonathan,Clauss,,player_images\Jonathan Clauss_7.png,,
Sebastián,Coates,,player_images\Sebastián Coates_3.png,,
,de Ligt,,player_images\Matthijs de Ligt.png,Manchester United,Netherlands
Danielle,Colaprico,,player_images\Danielle Colaprico.png,,
Daphne,Corboz,,player_images\Daphne Corboz_2.png,,
Bryan,Cristante,,player_images\Bryan Cristante.png,,
Danilo Luiz,Danilo,Danilo,player_images\Danilo Luiz Danilo.png,,
Geyse,da Silva Ferreira,Geyse,player_images\Geyse da Silva Ferreira.png,,
Arnaut,Danjuma,,player_images\Arnaut Danjuma_2.png,,
Rui,Silva,Rui Silva,player_images\Rui Silva.png,,
Jonathan,David,,player_images\Jonathan David_7.png,,
Elisa,De Almeida,,player_images\Elisa De Almeida.png,,
Frederico,Fred,Fred,player_images\Frederico Fred.png,,
Athenea,del Castillo,Athenea,player_images\Athenea del Castillo.png,,
Rui,Patrício,Rui Patrício,player_images\Rui Patrício_2.png,,
Denzel,Dumfries,,player_images\Denzel Dumfries_3.png,,
Melchie,Dumornay,,player_images\Melchie Dumornay.png,,
Lewis,Dunk,,player_images\Lewis Dunk_2.png,,
Abby,Erceg,,player_images\Abby Erceg_2.png,,
João,Félix,João Félix,player_images\João Félix_7.png,,
Emily,Fox,,player_images\Emily Fox.png,,
Sara,Gama,,player_images\Sara Gama.png,,
Hanna,Glas,,player_images\Hanna Glas.png,,
Norberto,Beto,Beto,player_images\Norberto Beto.png,,
Alejandro,Gómez,,player_images\Alejandro Gómez.png,,
Nicolás,González,,player_images\Nicolás González_3.png,,
Esther,González Rodríguez,Esther González,player_images\Esther González Rodríguez.png,,
Verena,Hanshaw,,player_images\Verena Hanshaw.png,,
Danilo,Pereira,Danilo Pereira,player_images\Danilo Pereira_2.png,,
Rachel,Hill,,player_images\Rachel Hill.png,,
Lukáš,Hrádecký,,player_images\Lukáš Hrádecký_3.png,,
Lorenzo,Insigne,,player_images\Lorenzo Insigne_3.png,,
Alexander,Isak,,player_images\Alexander Isak_3.png,,
Synne,Jensen,,player_images\Synne Jensen.png,,
Daichi,Kamada,,player_images\Daichi Kamada.png,,
Ewelina,Kamczyk,,player_images\Ewelina Kamczyk_2.png,,
Simon,Kjær,,player_images\Simon Kjær.png,,
Ibrahima,Konaté,,player_images\Ibrahima Konaté_4.png,,
Geoffrey,Kondogbia,,player_images\Geoffrey Kondogbia_3.png,,
Andrej,Kramarić,,player_images\Andrej Kramarić.png,,
Dejan,Kulusevski,,player_images\Dejan Kulusevski_2.png,,
Lo'eau,LaBonta,,player_images\Lo'eau LaBonta_2.png,,
Gaëtan,Laborde,,player_images\Gaëtan Laborde.png,,
Hayley,Ladd,,player_images\Hayley Ladd.png,,
Lena,Lattwein,,player_images\Lena Lattwein.png,,
Maya,Le Tissier,,player_images\Maya Le Tissier.png,,
Alisha,Lehmann,,player_images\Alisha Lehmann.png,,
Bernd,Leno,,player_images\Bernd Leno.png,,
Sydney,Leroux,,player_images\Sydney Leroux_2.png,,
Melanie,Leupolz,,player_images\Melanie Leupolz.png,,
Képler Laveran,Pepe,Pepe,player_images\Képler Laveran Pepe.png,,
Giovani,Lo Celso,,player_images\Giovani Lo Celso.png,,
Ademola,Lookman,,player_images\Ademola Lookman_4.png,,
Hirving,Lozano,,player_images\Hirving Lozano_4.png,,
Reinildo Isnard,Reinildo,Reinildo,player_images\Reinildo Isnard Reinildo.png,,
Antony,,,player_images\Antony nan.png,manchester_utd,Brazil
Nemanja,Matić,,player_images\Nemanja Matić.png,,
Brais,Méndez,Brais Méndez,player_images\Brais Méndez.png,,
Dries,Mertens,,player_images\Dries Mertens_4.png,,
Tatumn,Milazzo,,player_images\Tatumn Milazzo.png,,
Arkadiusz,Milik,,player_images\Arkadiusz Milik.png,,
Janina,Minge,,player_images\Janina Minge_2.png,,
Henrikh,Mkhitaryan,,player_images\Henrikh Mkhitaryan_4.png,,
Mason,Mount,,player_images\Mason Mount.png,,
Iker,Muniain,Muniain,player_images\Iker Muniain.png,,
Jordan,Nobbs,,player_images\Jordan Nobbs.png,,
Gabriela,Nunes da Silva,Gabi Nunes,player_images\Gabriela Nunes da Silva.png,,
Guillermo,Ochoa,,player_images\Guillermo Ochoa.png,,
Mayumi,Pacheco,,player_images\Mayumi Pacheco.png,,
Nikita,Parris,,player_images\Nikita Parris_2.png,,
Felipe,Anderson,Felipe Anderson,player_images\Felipe Anderson_5.png,,
Matteo,Politano,,player_images\Matteo Politano_3.png,,
Pedro,Porro,Pedro Porro,player_images\Pedro Porro_2.png,,
Midge,Purce,,player_images\Midge Purce_2.png,,
Ivan,Rakitić,,player_images\Ivan Rakitić.png,,
Amir,Rrahmani,,player_images\Amir Rrahmani_2.png,,
Fabián,Ruiz Peña,Fabián Ruiz,player_images\Fabián Ruiz Peña.png,,
Gerónimo,Rulli,,player_images\Gerónimo Rulli.png,,
Allan,Saint-Maximin,,player_images\Allan Saint-Maximin_6.png,,
Cecilia,Salvai,,player_images\Cecilia Salvai.png,,
Brice,Samba,,player_images\Brice Samba.png,,
Oihan,Sancet Tirapu,Sancet,player_images\Oihan Sancet Tirapu.png,,
María,Sánchez,,player_images\María Sánchez.png,,
Ibrahim,Sangaré,,player_images\Ibrahim Sangaré_2.png,,
Diego,Carlos,Diego Carlos,player_images\Diego Carlos_3.png,,
Xaver,Schlager,,player_images\Xaver Schlager.png,,
Kasper,Schmeichel,,player_images\Kasper Schmeichel_2.png,,
William,Carvalho,William Carvalho,player_images\William Carvalho.png,,
Malcom Filipe,Silva de Oliveira,Malcom,player_images\Malcom Filipe Silva de Oliveira.png,,
Mário,Rui,Mário Rui,player_images\Mário Rui.png,,
Ellyes,Skhiri,,player_images\Ellyes Skhiri_2.png,,
Anderson,Talisca,Anderson Talisca,player_images\Anderson Talisca_5.png,,
Andi,Sullivan,,player_images\Andi Sullivan.png,,
Jonathan,Tah,,player_images\Jonathan Tah_3.png,,
Edmond,Tapsoba,,player_images\Edmond Tapsoba_4.png,,
Martin,Terrier,,player_images\Martin Terrier_3.png,,
Leandro,Trossard,,player_images\Leandro Trossard_3.png,,
Manuel,Ugarte,,player_images\Manuel Ugarte_3.png,,
Lucas,Vázquez,Lucas Vázquez,player_images\Lucas Vázquez_3.png,,
Odisseas,Vlachodimos,,player_images\Odisseas Vlachodimos.png,,
Iñaki,Williams,Iñaki Williams,player_images\Iñaki Williams_4.png,,
Wilfried,Zaha,,player_images\Wilfried Zaha_7.png,,
Duván,Zapata,,player_images\Duván Zapata_2.png,,
,,,player_images\nan nan_325.png,,
Ibrahim,Sangaré,,player_images\Ibrahim Sangaré_3.png,,
Hirving,Lozano,,player_images\Hirving Lozano_5.png,,
Duván,Zapata,,player_images\Duván Zapata_3.png,,
Odisseas,Vlachodimos,,player_images\Odisseas Vlachodimos_2.png,,
Kasper,Schmeichel,,player_images\Kasper Schmeichel_3.png,,
Jérémy,Doku,,player_images\Jérémy Doku_7.png,,
Serhou,Guirassy,,player_images\Serhou Guirassy_6.png,,
Terem,Moffi,,player_images\Terem Moffi_2.png,,
Kerem,Aktürkoglu,,player_images\Kerem Aktürkoglu.png,,
,,,player_images\nan nan_326.png,,
Martín,Ojeda,,player_images\Martín Ojeda.png,,
Alexander,Djiku,,player_images\Alexander Djiku.png,,
Jordan,Teze,,player_images\Jordan Teze_2.png,,
Alassane,Plea,,player_images\Alassane Plea.png,,
,,,player_images\nan nan_327.png,,
,Suárez,Suárez,player_images\nan Suárez.png,,
Davinson,Sánchez,,player_images\Davinson Sánchez_3.png,,
Teemu,Pukki,,player_images\Teemu Pukki_2.png,,
Manuel,Riemann,,player_images\Manuel Riemann.png,,
Roland,Sallai,,player_images\Roland Sallai.png,,
Jesper,Karlsson,,player_images\Jesper Karlsson.png,,
Harry,Wilson,,player_images\Harry Wilson.png,,
Jacob,Murphy,,player_images\Jacob Murphy.png,,
Alessandro,Buongiorno,,player_images\Alessandro Buongiorno_3.png,,
,,,player_images\nan nan_328.png,,
,Sánchez,Sánchez,player_images\nan Sánchez.png,,
Viola,Calligaris,,player_images\Viola Calligaris_2.png,,
Ivan,Rakitic,,player_images\Ivan Rakitic.png,,
Nemanja,Matic,,player_images\Nemanja Matic_2.png,,
Ali,Musrati,,player_images\Ali Musrati_2.png,,
Emily,Fox,,player_images\Emily Fox_2.png,,
Melanie,Leupolz,,player_images\Melanie Leupolz_2.png,,
Synne,Jensen,,player_images\Synne Jensen_2.png,,
Janina,Minge,,player_images\Janina Minge_3.png,,
,,,player_images\nan nan_329.png,,
Daichi,Kamada,,player_images\Daichi Kamada_2.png,,
Arnaut,Danjuma,,player_images\Arnaut Danjuma_3.png,,
Kepa,Arrizabalaga,,player_images\Kepa Arrizabalaga_2.png,,
Odisseas,Vlachodimos,,player_images\Odisseas Vlachodimos_3.png,,
Alisha,Lehmann,,player_images\Alisha Lehmann_2.png,,
Sebastián,Coates,,player_images\Sebastián Coates_4.png,,
Ivan,Rakitic,,player_images\Ivan Rakitic_2.png,,
Kasper,Schmeichel,,player_images\Kasper Schmeichel_4.png,,
Jonathan,Clauss,,player_images\Jonathan Clauss_8.png,,
Allan,Saint-Maximin,,player_images\Allan Saint-Maximin_7.png,,
Martin,Terrier,,player_images\Martin Terrier_4.png,,
María,Sánchez,,player_images\María Sánchez_2.png,,
Gerónimo,Rulli,,player_images\Gerónimo Rulli_2.png,,
Tammy,Abraham,,player_images\Tammy Abraham.png,,
Antonio,Adán,Adán,player_images\Antonio Adán.png,,
Karim,Adeyemi,,player_images\Karim Adeyemi_6.png,,
Francisco Román,Isco,Isco,player_images\Francisco Román Isco.png,,
Julián,Álvarez,,player_images\Julián Álvarez_6.png,,
Sofyan,Amrabat,,player_images\Sofyan Amrabat.png,,
Nicole,Anyomi,,player_images\Nicole Anyomi_3.png,,
Eduardo Gabriel,Pepê,Pepê,player_images\Eduardo Gabriel Pepê.png,,
Mauro,Arambarri,,player_images\Mauro Arambarri.png,,
Marko,Arnautović,,player_images\Marko Arnautović.png,,
Viviane,Asseyi,,player_images\Viviane Asseyi.png,,
Pierre-Emerick,Aubameyang,,player_images\Pierre-Emerick Aubameyang_9.png,,
Ezequiel,Ávila,,player_images\Ezequiel Ávila.png,,
Edgar,Badia,Edgar Badia,player_images\Edgar Badia.png,,
Leire,Baños Indakoetxea,Leire Baños,player_images\Leire Baños Indakoetxea.png,,
Harvey,Barnes,,player_images\Harvey Barnes_2.png,,
Oliver,Baumann,,player_images\Oliver Baumann_2.png,,
Fran,Beltrán,Fran Beltrán,player_images\Fran Beltrán.png,,
Laura,Benkarth,,player_images\Laura Benkarth.png,,
Ramy,Bensebaini,,player_images\Ramy Bensebaini.png,,
Álex,Berenguer,Álex Berenguer,player_images\Álex Berenguer_2.png,,
Cristiano,Biraghi,,player_images\Cristiano Biraghi.png,,
Leonardo,Bonucci,,player_images\Leonardo Bonucci_5.png,,
Claudio,Bravo,,player_images\Claudio Bravo.png,,
Emiliano,Buendía,,player_images\Emiliano Buendía.png,,
Kessya,Bussy,,player_images\Kessya Bussy.png,,
Moisés,Caicedo,,player_images\Moisés Caicedo_3.png,,
Deyna,Castellanos,,player_images\Deyna Castellanos_2.png,,
Niamh,Charles,,player_images\Niamh Charles_3.png,,
Giorgio,Chiellini,,player_images\Giorgio Chiellini.png,,
Francis,Coquelin,,player_images\Francis Coquelin_2.png,,
Jesús,Corona,,player_images\Jesús Corona.png,,
Juan,Cuadrado,,player_images\Juan Cuadrado_4.png,,
Antônia,da Costa Silva,Antônia Silva,player_images\Antônia da Costa Silva.png,,
Marine,Dafeur,,player_images\Marine Dafeur.png,,
Abby,Dahlkemper,,player_images\Abby Dahlkemper.png,,
Diogo,Dalot,Diogo Dalot,player_images\Diogo Dalot.png,,
Kevin,Danso,,player_images\Kevin Danso_2.png,,
Matteo,Darmian,,player_images\Matteo Darmian_2.png,,
Tierna,Davidson,,player_images\Tierna Davidson.png,,
Richarlison,Richarlison,Richarlison,player_images\Richarlison Richarlison.png,,
De,Marcos,De Marcos,player_images\De Marcos_3.png,,
Marten,de Roon,,player_images\Marten de Roon.png,,
Tainara,de Souza da Silva,Tainara,player_images\Tainara de Souza da Silva.png,,
Océane,Deslandes,,player_images\Océane Deslandes.png,,
Gerard,Deulofeu,Deulofeu,player_images\Gerard Deulofeu.png,,
Brahim,Díaz,Brahim,player_images\Brahim Díaz_2.png,,
Marko,Dmitrović,,player_images\Marko Dmitrović.png,,
Marcus,Edwards,,player_images\Marcus Edwards.png,,
Eljif,Elmas,,player_images\Eljif Elmas.png,,
Aritz,Elustondo,Aritz Elustondo,player_images\Aritz Elustondo.png,,
Wataru,Endo,,player_images\Wataru Endo.png,,
Pervis,Estupiñán,,player_images\Pervis Estupiñán_3.png,,
Jesús Joaquín,Suso,Suso,player_images\Jesús Joaquín Suso.png,,
Jessie,Fleming,,player_images\Jessie Fleming_2.png,,
Youssouf,Fofana,,player_images\Youssouf Fofana_2.png,,
Emil,Forsberg,,player_images\Emil Forsberg_3.png,,
Juan,Foyth,,player_images\Juan Foyth_3.png,,
Davide,Frattesi,,player_images\Davide Frattesi_2.png,,
Niclas,Füllkrug,,player_images\Niclas Füllkrug_3.png,,
Dolores,Gallardo Núñez,Lola Gallardo,player_images\Dolores Gallardo Núñez.png,,
Maëlle,Garbino,,player_images\Maëlle Garbino.png,,
Lucía,García Córdoba,Lucía García,player_images\Lucía García Córdoba.png,,
Aleix,García Serrano,Aleix García,player_images\Aleix García Serrano.png,,
Naomi,Girma,,player_images\Naomi Girma_4.png,,
Nuno,Santos,Nuno Santos,player_images\Nuno Santos.png,,
Nemanja,Gudelj,,player_images\Nemanja Gudelj.png,,
Dávid,Hancko,,player_images\Dávid Hancko_3.png,,
Didi,Haračić,,player_images\Didi Haračić.png,,
Jordan,Henderson,,player_images\Jordan Henderson_3.png,,
Roger,Ibañez,Ibañez,player_images\Roger Ibañez.png,,
Mauro,Icardi,,player_images\Mauro Icardi_4.png,,
Sophie,Ingle,,player_images\Sophie Ingle.png,,
Kerolin Nicoli,Israel Ferraz,Kerolin Nicoli,player_images\Kerolin Nicoli Israel Ferraz.png,,
Oriane,Jean-François,,player_images\Oriane Jean-François.png,,
Joan,Jordán,Joan Jordán,player_images\Joan Jordán.png,,
Boubacar,Kamara,,player_images\Boubacar Kamara.png,,
Lisa,Karl,,player_images\Lisa Karl_2.png,,
Hasret,Kayikci,,player_images\Hasret Kayikci.png,,
Sophia,Kleinherne,,player_images\Sophia Kleinherne.png,,
Emma,Koivisto,,player_images\Emma Koivisto_2.png,,
Teun,Koopmeiners,,player_images\Teun Koopmeiners_2.png,,
Rosemonde,Kouassi,,player_images\Rosemonde Kouassi_3.png,,
Takefusa,Kubo,,player_images\Takefusa Kubo_6.png,,
Maëlle,Lakrar,,player_images\Maëlle Lakrar.png,,
Erik,Lamela,,player_images\Erik Lamela_2.png,,
Armand,Laurienté,,player_images\Armand Laurienté_3.png,,
Léa,Le Garrec,,player_images\Léa Le Garrec.png,,
Matheus,Matheus,Matheus,player_images\Matheus Matheus.png,,
Victor,Lindelöf,,player_images\Victor Lindelöf.png,,
Pau,López,Pau López,player_images\Pau López.png,,
Vítor,Vitinha,Vitinha,player_images\Vítor Vitinha.png,,
Giorgi,Mamardashvili,,player_images\Giorgi Mamardashvili_2.png,,
Anthony,Martial,,player_images\Anthony Martial_2.png,,
Arnau,Martínez López,Arnau Martínez,player_images\Arnau Martínez López.png,,
Adam,Marušić,,player_images\Adam Marušić.png,,
Merritt,Mathias,,player_images\Merritt Mathias.png,,
Joel,Matip,,player_images\Joel Matip.png,,
Chancel,Mbemba,,player_images\Chancel Mbemba_2.png,,
Facundo,Medina,,player_images\Facundo Medina_4.png,,
Erëleta,Memeti,,player_images\Erëleta Memeti.png,,
Carmen,Menayo Montero,Carmen Menayo,player_images\Carmen Menayo Montero.png,,
Arthur,Cabral,Arthur Cabral,player_images\Arthur Cabral.png,,
Sam,Mewis,,player_images\Sam Mewis.png,,
Simon,Mignolet,,player_images\Simon Mignolet.png,,
Kaoru,Mitoma,,player_images\Kaoru Mitoma_3.png,,
Álex,Moreno,Álex Moreno,player_images\Álex Moreno.png,,
Florentino,Morris Luís,Florentino,player_images\Florentino Morris Luís.png,,
Hany,Mukhtar,,player_images\Hany Mukhtar.png,,
Vedat,Muriqi,,player_images\Vedat Muriqi.png,,
Fernando,Muslera,,player_images\Fernando Muslera_3.png,,
Jesús,Navas,Jesús Navas,player_images\Jesús Navas_3.png,,
David,Neres,David Neres,player_images\David Neres_4.png,,
Saúl,Saúl,Saúl,player_images\Saúl Saúl.png,,
Sjoeke,Nüsken,,player_images\Sjoeke Nüsken_2.png,,
Denise,O'Sullivan,,player_images\Denise O'Sullivan_2.png,,
Lucas,Ocampos,,player_images\Lucas Ocampos_2.png,,
Jonas,Omlin,,player_images\Jonas Omlin.png,,
David,Ospina,,player_images\David Ospina.png,,
Exequiel,Palacios,,player_images\Exequiel Palacios_5.png,,
Mario,Pašalić,,player_images\Mario Pašalić.png,,
Gonçalo Matias,Ramos,Gonçalo Ramos,player_images\Gonçalo Matias Ramos.png,,
Luiz,Felipe,Luiz Felipe,player_images\Luiz Felipe.png,,
David,Raya Martin,David Raya,player_images\David Raya Martin.png,,
Géraldine,Reuteler,,player_images\Géraldine Reuteler.png,,
Faustine,Robert,,player_images\Faustine Robert_2.png,,
Sergi,Roberto,Sergi Roberto,player_images\Sergi Roberto_3.png,,
Oriol,Romeu Vidal,Oriol Romeu,player_images\Oriol Romeu Vidal.png,,
Valentin,Rongier,,player_images\Valentin Rongier.png,,
Marcel,Sabitzer,,player_images\Marcel Sabitzer_3.png,,
Téji,Savanier,,player_images\Téji Savanier_2.png,,
Elisa,Senß,,player_images\Elisa Senß.png,,
David,Soria,David Soria,player_images\David Soria.png,,
Leonardo,Spinazzola,,player_images\Leonardo Spinazzola_3.png,,
Nicolás,Tagliafico,,player_images\Nicolás Tagliafico.png,,
Kieran,Tierney,,player_images\Kieran Tierney_3.png,,
Sandie,Toletti,,player_images\Sandie Toletti.png,,
Rafael,Tolói,Rafael Tolói,player_images\Rafael Tolói.png,,
Marion,Torrent,,player_images\Marion Torrent.png,,
Hamari,Traoré,,player_images\Hamari Traoré_3.png,,
Phallon,Tullis-Joyce,,player_images\Phallon Tullis-Joyce.png,,
André,Silva,André Silva,player_images\André Silva_2.png,,
Carlos,Vela,,player_images\Carlos Vela_2.png,,
Jordan,Veretout,,player_images\Jordan Veretout.png,,
Jonathan,Viera,Jonathan Viera,player_images\Jonathan Viera.png,,
Aaron,Wan-Bissaka,,player_images\Aaron Wan-Bissaka_2.png,,
Ollie,Watkins,,player_images\Ollie Watkins_6.png,,
Morgan,Weaver,,player_images\Morgan Weaver_3.png,,
Julian,Weigl,,player_images\Julian Weigl.png,,
Christen,Westphal,,player_images\Christen Westphal.png,,
Ben,White,,player_images\Ben White_4.png,,
Georginio,Wijnaldum,,player_images\Georginio Wijnaldum_3.png,,
Sarah,Zadrazil,,player_images\Sarah Zadrazil.png,,
Nicolò,Zaniolo,,player_images\Nicolò Zaniolo.png,As Roma,Italy
Oleksandr,Zinchenko,,player_images\Oleksandr Zinchenko_3.png,,
Hakim,Ziyech,,player_images\Hakim Ziyech_2.png,,
Igor,Zubeldia,Zubeldia,player_images\Igor Zubeldia.png,,
Martín,Zubimendi,Zubimendi,player_images\Martín Zubimendi.png,,
,,,player_images\nan nan_330.png,,
Sofyan,Amrabat,,player_images\Sofyan Amrabat_2.png,,
Niclas,Füllkrug,,player_images\Niclas Füllkrug_4.png,,
Leonardo,Bonucci,,player_images\Leonardo Bonucci_6.png,,
Georginio,Wijnaldum,,player_images\Georginio Wijnaldum_4.png,,
Alexandre,Oukidja,,player_images\Alexandre Oukidja.png,,
Haris,Tabakovic,,player_images\Haris Tabakovic.png,,
Jelle,Bataille,,player_images\Jelle Bataille.png,,
